ID,Tweet,Sentiment
944,One more Covid19 patient completely recovers discharged this morning raising total to 18. -Health Ministry SriLanka LKA,0
945,Ill be answering viewer questions on the coronavirus stimulus plan w/ tomorrow at 6am.,0
946,damn bro my friends grandpa died of the corona and my sister has it im genuinely nervous now,1
947,I usually love to watch the news. I'm so damn sick of this coronavirus shit it's unbelievable.,1
948,"Hello April, supposed to be my favourite month of the year but corona virus ruining it all.",1
949,AP COVID19 +ve - 58 Y'day Today - 35* StayHomeStaySafe,1
950,"Imagine 1pant of garri done enter 1300 because of Corona virus,Aside the disease kill us,we still day kill our self",1
951,I really came into 2020 with a fresh mindset and corona done fucked it up honestly,1
952,One thing you realised during the Covid_19 lockdown while sitting at home? Quote/comment.,0
953,Former Pakistan pacer Shoaib Akhtar proposes Indo-Pak ODI series to raise funds for fight against COVID19 pandemic.,0
954,"We must keep our eyes open on this thing, corona virus does not equal complete consent to surveillance.",1
955,Covid19 got my pocket book hurting.... cancelled Hulu and other subscription services. Got to do what you have to do.,1
956,"Our lives are nothing more than a game to him, at best, and a reelection expense, at worst. Jesus. covid19",1
957,2 ppl just caught coronavirus that was working at the store where Im at and these ppl dont give two fucks,0
958,Paano ang tamang pag fill out ng Social Amelioration Card? Watch this. COVID19 WeHealAsOne DSWD,0
959,"My friend did a drive by with her new baby and wow, fuck you Corona, this is torture. I want to squeeze that nugget.",1
960,sofia: omg the corona virus killed over 41 thousand people whatever the holocaust killed more,0
961,"It isn't the end of World, so we all gonna die one but this time is the of solidarity... Face your fate. Covid19 is a killer but not 100%",1
962,"Is it safe to buy online items from covid 19 affected countries, especially from China?",1
963,I would like to thank the healthcare workers for the hard work they are doing to fight / combat the corona virus.,0
964,bringing a bf over during Coronavirus to the household aint cute its pendeja af and selfish,1
965,"Coronavirus US: 1048971. Over a million tests done as of 20:00 Eastern Time 184,770 tested positive 26,660 critical 3746 Deaths",0
966,Positive recovery stories are always a great read! COVID19 PositiveTweetsKaroNa,0
967,Honestly wish the Corona virus would magically disappear and everyone gets better and everything back to normal like it never happened,1
968,An ounce of prevention is worth a pound of cure. covid19,1
969,COVID19 is not fucking around. Keep your asses at home and wash your damn hands. covid4MDs covid4nurses,1
970,"Hello,Good morning folks Happy new month Tukubuke kusanitize Have a nice day coronaviruskenya COVID19 lockdown dontrushchallenge",0
971,i really have to take several deep breaths before reading any New York Times coronavirus coverage,1
972,Count ya days corona.. you dont mess with the Bible and hot cross buns are biblical.,1
973,"Covid_19 14 new cases today; 11 in Kashmir, 3 in Jammu . Toll rises to 139",0
974,No corona April fools jokes please. This shit is serious. Anything except corona,1
975,Please apologize for spreading this big awful lie to the whole nation. COVID19,1
976,So this replaces all the stuff we sent to China when the corona virus was still a Dem Hoax? Crazy shit.,1
977,2. is in the lead guys!! Desh Corona ko haraa chuka hai Coronaindia IndiaFightsCorona Corona,0
978,This is completely a wrong plan of lockdown. People will not die of corona but die with other illness for sure.,0
979,"If March 2020 was a person, its leaving. Youll never see him/her again. What are your last words to this person? coronavirus",0
980,Lets make April fool of Corona virus by Staying at Home,0
981,TDLR Just sent me An Email saying Barbers arnt essentials fuck you Corona and Fuck TDLR,1
982,Please sign petition to support Arizona in holding accountable for his inaction on the coronavirus,0
983,"sir, Instead of relaxing and focusing on meditation, yoga, people's thoughts are fixed on Corona 24 7 which is not right",1
984,I Did Not Move To Nap just to sit in this damn house but due to corona imma stay home lol,1
985,"Breaking FoxNews Alert : Coronavirus death toll in US reaches 4,000",0
986,I wonder if Boris has contracted COVID19 so he doesnt have to answer questions about the UK's approach of the pandemic boris conspiracy,1
987,"One day the church will be shut down and empty, Not because the government closed it Not because of Corona virus,but because of the RAPTURE",1
988,Thank you to everyone on the front lines. Your sacrifice means so much and we would lose everything if it weren't for you. COVID19,0
989,Let us all be persistent and continue to work very hard to combat COVID19 infectionprevention,0
990,"First, they spread TERRORISM to the world Now they're spreading CORONA to the world TablighiJamaat CoronaJihaad",1
991,cant wait to open twitter tomorrow and see *corona virus cured* AprilFoolsDay,0
992,"Great job, Mr President Coronavirus Task Force!",0
993,Reinfection due to New Varients in short time is most likely explanation of danger by Covid19,1
994,One fucking train per hour and you STILL want to be fucking delayed? Bmt I dont know whats going to kill me first Coronavirus or TFL,1
995,When r people gunna admit that capitalism has to crumble in order for nations to survive COVID19,0
996,Fitness Central's corona virus emails are truly a lesson on how not to communicate with customers in a crisis.,0
997,"they are using Smokes like substance, spray the air for corona",0
998,"Everyones getting depressed because of corona and isolation, but bitch Ive been depressed way before this shit I aint phased",1
999,Not to be a jerk alert: Don't post the screenshot of you paying money to fight the Covid19 outbreak. justSaying,0
1000,Chinese media announced they have finally tested and approved a coronavirus vaccine. It will be in US soon.,0
1001,Your Front Page More Americans died from the coronavirus then on 9/11 Trump has failed the American people again,1
1002,My friend said coronavirus was created to help with population control and global warming.,0
1003,okay fr tho i am not prepared to get tested for corona tm bc the shit they use for the test is SO FUCKING LONG and for what,1
1004,a couple of people that i knew personally growing up has passed away due to Covid19. RIP,1
1005,One dead every 3 minutes in NY due to coronavirus. Let it sink in.,1
1006,"Covid19 is killing me, aaaand i I must confess i hate quarantine,quarantine!!!! LSS",1
1007,This corona shit making me think that ion got friends,1
1008,People Need To Wake Up To What Is Being Hidden .. By CNN Jack Facebook Globalaist And Others.. COVID19,1
1009,my brother rlly still going out as if corona aint a thing pls i need to kick him OUT,1
1010,"Muslims are spreading corona, doing CoronaJihaad. So, if you want to avoid getting infected by COVID19, please BoycottMuslims.",1
1011,discharge patients of covid19 goes back to there homes or remain under observation for some more time.needs information regarding this.,0
1012,"so tomorrow, everyone is gonna make coronavirus April Fools jokes and i am already simply......tired",1
1013,PSA: Telling friends and family you have Corona for April fools is the worst thing you could do right now. Please don't do that.,1
1014,She was literally tearing up the speech as he was trying to explain to her that the Corona virus was bad.,1
1015,"Yeah, but I don't have particularly high hopes for April either. COVID19 CoronavirusOutbreak",0
1016,April Fools is tomorrow so ima be pissed tf off if I find out this corona virus shit wasnt all a lie,1
1017,Coronavirus infections likely to multiply due to spreading of Nizamuddin positive cases in all areas,0
1018,"Hopefully by the end of today, Corona just turns out to be a drawn out April Fools joke",1
1019,Community Spread: The number of confirmed cases of coronavirus in ElPaso now stands at 50.,0
1020,"fuck the coronavirus, taking peoples jobs, and lives away. this shit hurts my heart",1
1021,Apparently Rishi Sunak is going to make an announcement at this afternoon's Covid19 press conference. Let's see ...,0
1022,I had two goals that I was sooooo close to accomplishing and Coronavirus fucked me up so bad,1
1023,. was the voice we needed during the first Impeachment. . is the voice we need now for the COVID19 pandemic.,0
1024,i do not care if theres a coronavirus or not me and georgias one year anniversary is coming up and if i dont see her i will cry,1
1025,Preemptively cringing at all the Coronavirus is over posts coming our way tomorrow,1
1026,"we KNOW that corona virus is a very big issue, that april fool's joke from him is very uneccesary",1
1027,This is a moment in history. One day you'll tell younger ones what it was like during the 2020 Corona Virus. coronavirus,1
1028,"Mardi 31 mars 2020 - 19:41 (Paris) Coronavirus: France reports record 499 deaths in a day, total death toll of 3,523",0
